sentence,item_id,surprisal-5gram_mean,surprisal-gpt2-xl_mean,surprisal-pcfg_mean,stimsetid,sent_identifier
"Read unbiased reviews, ratings and recommendations.",690,3.935416647,4.7573504,12.4753075,beta-control-neural-D.690,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.060761
Well a busy but great day!,691,3.105124848,5.39852,13.60286857,beta-control-neural-D.691,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.086185
And that is immigration form changes.,692,2.948452336,6.7104654,10.67817429,beta-control-neural-D.692,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.181772
It was overwhelming support for Epic.,693,2.258028643,5.941676,10.29777857,beta-control-neural-D.693,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.093067
Implementation of Behavior-Driven Development is straightforward.,694,3.183160104,3.6417377,12.81234286,beta-control-neural-D.694,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.118373
Check out the inspiration board below.,695,3.129325015,4.1739907,13.05908,beta-control-neural-D.695,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.002081
"Michael and All Angels Church, Lihue.",696,2.553979482,5.7930517,13.38943,beta-control-neural-D.696,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.131523
Click here to sign the petition.,697,2.756171218,3.0595918,11.19611286,beta-control-neural-D.697,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.013372
Viaggi mentali description learning information digits.,698,3.921388733,8.43717,15.87758571,beta-control-neural-D.698,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.068583
Or you can use Meeting Mapper.,699,3.061302568,5.3240414,11.14090429,beta-control-neural-D.699,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.013946
He was very patient and sure-footed.,700,2.182716452,3.9754968,8.9777,beta-control-neural-D.700,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.010552
Describing migration and life history patterns.,701,3.26949008,6.051047,14.18600571,beta-control-neural-D.701,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.095713
Oracles were revered in premodern societies.,702,3.752796505,4.070726,12.31228429,beta-control-neural-D.702,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.039388
Do you have 2 memory DIMMS?,703,3.465253864,4.657821,11.51216286,beta-control-neural-D.703,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.038076
She has never danced with him.,704,2.16174247,4.2021356,9.382334286,beta-control-neural-D.704,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.133249
Thread: How To Do Graffiti Art?,705,3.344591601,4.4435906,15.17681,beta-control-neural-D.705,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.159763
Press F5 to reset the position.,706,3.188233471,4.439633,11.39944571,beta-control-neural-D.706,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.068900
"Great food, big portions, honest prices.",707,4.053745917,3.9096675,11.55685,beta-control-neural-D.707,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.078958
Made in Central PA by K.C.,708,2.968512096,4.623713,13.12046143,beta-control-neural-D.708,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.145167
Every second counts on race day.,709,2.375572443,3.8709528,11.41553429,beta-control-neural-D.709,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.166204
The show was at Shippensburg University.,710,2.918479059,3.436975,9.149041429,beta-control-neural-D.710,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.119641
Thank you all for your attention.,711,2.237360588,2.875137,11.81652714,beta-control-neural-D.711,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.113482
Meet at the NCC Visitor Centre.,712,2.990270253,4.2217736,13.57494571,beta-control-neural-D.712,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.021901
That rhythm can be very inspirational.,713,2.682496748,5.372857,10.14005286,beta-control-neural-D.713,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.066343
As for the real deal: taxes.,714,2.378755305,4.918187,10.751805,beta-control-neural-D.714,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.150202
But it was a fun run.,715,1.593548562,3.926342,7.641288571,beta-control-neural-D.715,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.090875
Observatories also stood at the ready.,716,2.79123147,4.7596006,10.22350714,beta-control-neural-D.716,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.013550
"Boon Jin, you are the man!!!",717,3.236453295,5.5885596,13.082864,beta-control-neural-D.717,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.010808
Gabrielle manages a successful private practice.,718,2.737209167,4.901394,11.33155,beta-control-neural-D.718,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.014831
Take 1 leaf of Aloe Vera.,719,2.840353534,4.48032,13.08049143,beta-control-neural-D.719,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.112381
We need more female stage hypnotists.,720,2.661816855,4.847133,11.55929571,beta-control-neural-D.720,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.133317
Think of it as fresh-flavor insurance.,721,2.823371843,4.251962,11.63435714,beta-control-neural-D.721,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.174374
"Fairly sweet with solid, rounded body.",722,3.432988507,5.0285625,13.53106375,beta-control-neural-D.722,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.088949
Amazing place to learn martial arts.,723,2.670460548,4.4287086,13.42595429,beta-control-neural-D.723,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.077719
Wine choices pretty much the same.,724,2.755048501,5.2964873,12.14996857,beta-control-neural-D.724,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.035198
The victim is a 17-year-old girl.,725,1.519432729,2.1214855,9.518564286,beta-control-neural-D.725,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.092733
Hatched a Wobbuffet from the Egg.,726,2.694942554,4.1684103,12.67570286,beta-control-neural-D.726,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.105068
You have such a cute baby.,727,2.573482965,3.8553598,10.47466571,beta-control-neural-D.727,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.120020
Microsoft was the new computing infrastructure.,728,3.189393921,6.4272394,9.753631429,beta-control-neural-D.728,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.179048
It was such a particular experience.,729,2.074419641,4.2130213,8.046654286,beta-control-neural-D.729,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.040037
You've managed to edit a value!,730,2.504572121,4.954516,10.08528938,beta-control-neural-D.730,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.003385
To find in the United States.,731,1.536600434,4.1104126,10.20536143,beta-control-neural-D.731,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.167189
Your decisions will shape the world!,732,2.904374855,4.361437,11.01914143,beta-control-neural-D.732,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.164871
Options available for lower credit scores.,733,3.317768352,5.4723825,12.32595571,beta-control-neural-D.733,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.030367
Could Serenvin Help You Fall Asleep?,734,2.711271852,5.468472,16.32288571,beta-control-neural-D.734,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.045932
Do any stand out in particular?,735,2.748428208,4.854626,10.63685429,beta-control-neural-D.735,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.121587
She'll love meeting Maggie and Smythe!,736,3.329219013,5.8558354,13.44196125,beta-control-neural-D.736,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.087060
This allows for much more accuracy.,737,2.185912856,4.544675,11.26601857,beta-control-neural-D.737,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.065936
Sunday School classes begin at 9:30am.,738,2.553600229,3.2895646,13.13172,beta-control-neural-D.738,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.170742
Stir-fried egg noodles with assorted vegetables.,739,3.163846791,3.4499257,13.66579143,beta-control-neural-D.739,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.013668
And how does it impact mobile?,740,2.956803556,4.771655,10.78188714,beta-control-neural-D.740,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.111390
"Emilio, stand up for a second.",741,2.500030466,3.7383099,8.341625,beta-control-neural-D.741,cocaspok2002.6.000514
I've said it hundreds of times.,742,1.926582279,2.6918015,10.15916125,beta-control-neural-D.742,cocaspok2006.6.000107
"It's not his fault, come on.",743,2.059999183,3.2437453,8.869095556,beta-control-neural-D.743,cocaspok1992.6.005469
This is really good for democracy.,744,2.107148085,4.560298,8.92766,beta-control-neural-D.744,cocaspok2004.6.004811
Everything changed for all of us.,745,2.14414545,3.7393496,9.242551429,beta-control-neural-D.745,cocaspok2000.6.006913
"Looking at the scene there, Daryn.",746,2.214882935,5.7076387,10.60276375,beta-control-neural-D.746,cocaspok2006.6.005536
Addiction is not a pretty face.,747,2.130150527,3.9665687,10.32826714,beta-control-neural-D.747,cocaspok2010.6.003496
And I've actually spoken with him.,748,2.048737787,3.8271816,8.4569525,beta-control-neural-D.748,cocaspok1998.6.008073
But monopolies have been regulated before.,749,3.506402331,4.5551143,9.561305714,beta-control-neural-D.749,cocaspok1992.6.005160
You can see the damage here.,750,2.199227146,3.5205817,8.686492857,beta-control-neural-D.750,cocaspok1992.6.001165
I tried during the 2000 campaign.,751,2.582862939,4.9324975,10.25341857,beta-control-neural-D.751,cocaspok2006.6.000103
Back with more right after this.,752,2.594158564,5.3326406,10.84069143,beta-control-neural-D.752,cocaspok1992.6.003358
"Well, it's hard to say, Geraldo.",753,2.297367027,3.596466,7.654143,beta-control-neural-D.753,cocaspok1998.6.008520
Let's get it going once again.,754,1.881087027,3.5533972,9.86094125,beta-control-neural-D.754,cocaspok2010.6.005395
You bet there's other things here.,755,2.917205833,4.829055,9.18340875,beta-control-neural-D.755,cocaspok2006.6.002189
"Dan Schorr, of course, joins us.",756,3.505194885,4.4729934,10.62925444,beta-control-neural-D.756,cocaspok2000.6.001459
"Get out of here, you guys.",757,1.831680809,3.003948,10.7048225,beta-control-neural-D.757,cocaspok1998.6.008510
It's not -- it's important to me.,758,1.351187878,3.280012,8.005202,beta-control-neural-D.758,cocaspok1994.6.003509
There were probably five of them.,759,1.91622167,3.7754025,8.079054286,beta-control-neural-D.759,cocaspok1998.6.004744
I don't know much about him.,760,1.074240258,2.5044034,7.6230875,beta-control-neural-D.760,cocaspok2002.6.000637
I started listening to satellite radio.,761,2.183968349,4.4923053,9.92388,beta-control-neural-D.761,cocaspok2004.6.004986
I get to ask the question.,762,1.83683501,3.6447377,8.659954286,beta-control-neural-D.762,cocaspok1992.6.005094
"No, I'm talking about the staff.",763,2.043318108,3.3608873,8.65945,beta-control-neural-D.763,cocaspok1990.6.006844
They had moved to Oklahoma Territory.,764,1.876915966,5.5212584,9.76572,beta-control-neural-D.764,cocaspok2004.6.001475
The figures mark a significant turnaround.,765,2.867239143,4.5748143,8.978875714,beta-control-neural-D.765,cocaspok2000.6.000102
They don't view it that way.,766,2.132651858,3.2074237,7.236715,beta-control-neural-D.766,cocaspok2004.6.003351
I will make that commitment today.,767,2.446525497,4.234162,8.957128571,beta-control-neural-D.767,cocaspok2006.6.009596
We need to all come together.,768,1.963166075,3.389338,8.493705714,beta-control-neural-D.768,cocaspok2002.6.003246
So I don't want anybody's sympathy.,769,1.754109441,3.6993153,8.991698889,beta-control-neural-D.769,cocaspok1992.6.004125
This is a call for help.,770,1.295148151,2.8822105,8.715981429,beta-control-neural-D.770,cocaspok1990.6.006960
And that is a direct strategy.,771,2.242813953,4.840493,7.445465714,beta-control-neural-D.771,cocaspok2010.6.009660
I'm going to take him on.,772,1.469981479,3.1713295,7.87976,beta-control-neural-D.772,cocaspok2008.6.008431
She has buried all of them.,773,2.308235134,4.724731,9.054725714,beta-control-neural-D.773,cocaspok2000.6.006211
"Again, it's been nearly a week.",774,2.121501639,3.1662657,7.411037778,beta-control-neural-D.774,cocaspok2004.6.004097
"Here it comes, the unknown DNA.",775,2.853838359,4.9238367,11.5450075,beta-control-neural-D.775,cocaspok2002.6.006054
We do have an air lock.,776,2.126057982,4.53795,9.462938571,beta-control-neural-D.776,cocaspok1990.6.001928
"Senator Edwards, good luck to you.",777,2.56386206,4.307544,11.07856,beta-control-neural-D.777,cocaspok2004.6.006097
The terror camp was never built.,778,2.373967137,5.239355,10.46686286,beta-control-neural-D.778,cocaspok2004.6.002742
"It was just a symptom, really.",779,2.385828648,3.776966,8.68335125,beta-control-neural-D.779,cocaspok2006.6.008210
He joins us now from Phoenix.,780,2.677534444,4.5994134,9.953292857,beta-control-neural-D.780,cocaspok2006.6.006909
It was a deadly lung cancer.,781,2.07785167,4.688616,9.602622857,beta-control-neural-D.781,cocaspok2000.6.005681
This is a really weird question.,782,2.155212224,2.9372401,9.433604286,beta-control-neural-D.782,cocaspok1998.6.008927
Thousands of innocent lives were lost.,783,1.880132202,3.7598104,11.01166286,beta-control-neural-D.783,cocaspok2008.6.002766
"Larry, thanks for coming in today.",784,2.880035792,3.5745485,10.2935075,beta-control-neural-D.784,cocaspok1996.6.004465
I'm sick of the whole scene.,785,1.552755371,3.6784768,8.89867875,beta-control-neural-D.785,cocaspok1998.6.005215
"You know, the world loves him.",786,2.106365621,3.9104497,9.44417,beta-control-neural-D.786,cocaspok1996.6.001741
He don't look nothing like Ricky.,787,2.798694063,4.725943,9.21200375,beta-control-neural-D.787,cocaspok2006.6.005854
Ross Perot evidently has no plan.,788,2.99984169,5.234295,11.431,beta-control-neural-D.788,cocaspok1992.6.004920
So let's let that go forward.,789,2.189565983,4.54354,9.7348275,beta-control-neural-D.789,cocaspok2004.6.005209
It is the next entertainment revolution.,790,2.602151275,4.6164026,8.128847143,beta-control-neural-D.790,cocaspok2006.6.006882
We wouldn't have seen analog cassettes.,791,2.841715978,5.4526844,9.06267375,beta-control-neural-D.791,cocaspok2002.6.003975
They are just defending the law.,792,2.444690415,4.806801,7.904204286,beta-control-neural-D.792,cocaspok1990.6.004365
She loves to go to church.,793,1.882429302,3.6243086,9.617834286,beta-control-neural-D.793,cocaspok1996.6.006133
I have a very supportive husband.,794,2.18721727,3.5940437,9.721212857,beta-control-neural-D.794,cocaspok2006.6.009475
You're listening to DAY TO DAY.,795,1.886644161,3.940151,11.28673,beta-control-neural-D.795,cocaspok2004.6.002105
That's what they wanted to communicate.,796,1.716663551,3.7299824,8.40678225,beta-control-neural-D.796,cocaspok2008.6.001155
"Boy, I'm taking a deep breath.",797,2.396408215,3.470372,10.83042778,beta-control-neural-D.797,cocaspok2004.6.001869
No I think just the opposite.,798,1.840196222,4.0657973,10.24143857,beta-control-neural-D.798,cocaspok1990.6.005295
I am Steven Segal's litigation attorney.,799,3.291043639,5.0924826,10.763545,beta-control-neural-D.799,cocaspok1994.6.004258
And you can ask me why.,800,1.875717231,3.849992,9.962077143,beta-control-neural-D.800,cocaspok2006.6.004444
I want everybody to do well.,801,2.151944365,3.5330467,8.697945714,beta-control-neural-D.801,cocaspok1994.6.000120
"Where those -- look, here he goes.",802,3.055566362,5.5773573,11.15845,beta-control-neural-D.802,cocaspok2010.6.002335
His parents are from Hong Kong.,803,1.776719905,3.8783154,9.664582857,beta-control-neural-D.803,cocaspok1990.6.004139
And command doesn't first believe them.,804,2.989831719,6.3988776,9.44262375,beta-control-neural-D.804,cocaspok2004.6.002426
Please let me answer the question.,805,2.212783813,3.6785975,9.97479,beta-control-neural-D.805,cocaspok1992.6.007679
Dennis doesn't recall that it happened.,806,2.485673148,4.221224,9.30915,beta-control-neural-D.806,cocaspok2004.6.006921
"Finally, he was this past Friday.",807,2.439975985,4.731175,7.752967875,beta-control-neural-D.807,cocaspok1992.6.002883
You can't start with individual programs.,808,2.404662382,4.5155725,7.8835275,beta-control-neural-D.808,cocaspok1994.6.007426
She also has a great wig.,809,2.132175335,4.5401034,8.39407,beta-control-neural-D.809,cocaspok2000.6.007197
"Anyway, all that and much more.",810,2.62724449,3.661288,14.22665625,beta-control-neural-D.810,cocaspok2002.6.005085
"I'm like, I'm a little down.",811,1.741866284,3.40265,9.750628,beta-control-neural-D.811,cocaspok2010.6.000174
It still seems a little unreal.,812,2.492490385,3.7995849,9.910561429,beta-control-neural-D.812,cocaspok1996.6.006480
He's going to be more powerful.,813,1.577740494,3.459473,6.232865,beta-control-neural-D.813,cocaspok2002.6.001659
This was quite a stunning thing.,814,2.501208697,4.0602503,8.562222857,beta-control-neural-D.814,cocaspok2000.6.000592
I think it's been very encouraging.,815,1.833682969,3.9208045,7.76066375,beta-control-neural-D.815,cocaspok2010.6.003786
No one's coming to get you.,816,2.058255792,3.0350893,8.28207,beta-control-neural-D.816,cornellmov.6.019037
I thought you might be praying.,817,2.134073768,5.362332,8.792318571,beta-control-neural-D.817,cornellmov.6.008547
I knew I couldn't trust you.,818,1.73650075,3.3072364,8.74021,beta-control-neural-D.818,cornellmov.6.007447
I'm not crazy about blind dates.,819,2.285068758,3.6878216,10.30441625,beta-control-neural-D.819,cornellmov.6.010472
Then you're lucky I came along.,820,2.194566928,4.238616,9.96318125,beta-control-neural-D.820,cornellmov.6.021064
I have to ask you that.,821,2.026211551,3.5759368,9.25048,beta-control-neural-D.821,cornellmov.6.019170
Ruby takes off towards the Cineplex...,822,3.091257146,5.4341335,13.10086429,beta-control-neural-D.822,cornellmov.6.033280
She's going to wash your Jeep?,823,2.607336112,4.9521074,11.0096525,beta-control-neural-D.823,cornellmov.6.015289
How can you choose this lifestyle?,824,2.386610695,4.6778555,10.84235429,beta-control-neural-D.824,cornellmov.6.026383
"Curing countless diseases, not just ours.",825,4.269580015,5.2177463,12.64413,beta-control-neural-D.825,cornellmov.6.001521
It wasn't even his terrible taste.,826,2.43533004,4.873656,9.332915,beta-control-neural-D.826,cornellmov.6.019358
How much time do you have?,827,2.288429362,2.5099165,10.15558,beta-control-neural-D.827,cornellmov.6.012737
I go back to work tomorrow.,828,2.036083417,3.6182308,9.246648571,beta-control-neural-D.828,cornellmov.6.002775
You should practice lying more often.,829,3.035672562,4.8057375,11.24541571,beta-control-neural-D.829,cornellmov.6.040455
What do you want for free?,830,1.745351462,3.250474,9.444177143,beta-control-neural-D.830,cornellmov.6.014906
I'm just here with another girl.,831,1.858459942,4.429721,9.68321125,beta-control-neural-D.831,cornellmov.6.003582
Then you must keep it true.,832,2.438932785,4.637427,8.24926,beta-control-neural-D.832,cornellmov.6.029542
I used some of your soap.,833,2.766690403,4.4758296,10.09051,beta-control-neural-D.833,cornellmov.6.028018
I got pinched in the elevator.,834,2.76461921,4.2502346,10.19733429,beta-control-neural-D.834,cornellmov.6.013336
You mean she's not coming back?,835,2.030610003,3.532077,10.1288975,beta-control-neural-D.835,cornellmov.6.000318
"Craig, darling are you in there?",836,3.089481984,4.9677405,11.1967975,beta-control-neural-D.836,cornellmov.6.027419
It was just a fishing expedition.,837,1.809994442,3.8220232,9.504307143,beta-control-neural-D.837,cornellmov.6.022414
I don't want to discuss it.,838,1.280440756,2.7813313,6.1433865,beta-control-neural-D.838,cornellmov.6.004846
Did your wishes ever come true?,839,3.388849769,4.080133,11.58194571,beta-control-neural-D.839,cornellmov.6.008377
"Macaulay, you drew up Wynant's will.",840,3.085541785,5.749902,10.72554556,beta-control-neural-D.840,cornellmov.6.039297
"Some of it good, I hope.",841,2.467496037,4.794147,9.40663875,beta-control-neural-D.841,cornellmov.6.009517
"On your ear, you've got something.",842,2.388081446,4.269683,9.673728889,beta-control-neural-D.842,cornellmov.6.005829
It probably has the Dumper's name.,843,2.089560875,5.6619253,8.585105,beta-control-neural-D.843,cornellmov.6.033363
There's always risk -- life's a risk.,844,2.568354289,4.3450475,9.753181,beta-control-neural-D.844,cornellmov.6.023872
I'll see what you can do.,845,1.410441283,3.0402076,7.2098325,beta-control-neural-D.845,cornellmov.6.023280
I told you what to do.,846,1.498113268,3.1815848,9.484297143,beta-control-neural-D.846,cornellmov.6.035946
Can't go anywhere without an inhaler.,847,2.156117916,3.5089538,11.87918375,beta-control-neural-D.847,cornellmov.6.016688
I told you to stay hidden!,848,2.262669768,4.1496296,10.46094571,beta-control-neural-D.848,cornellmov.6.036689
"Shwoof, that makes me feel better.",849,1.847502286,4.18455,10.69250375,beta-control-neural-D.849,cornellmov.6.032619
Why's his britches round his knees?,850,3.633259758,4.6324363,12.6500775,beta-control-neural-D.850,cornellmov.6.000786
I didn't say you were scared.,851,1.807618629,3.5411413,7.471085,beta-control-neural-D.851,cornellmov.6.010676
You know what your problem is?,852,2.470327675,3.2084706,9.341981429,beta-control-neural-D.852,cornellmov.6.032409
"I'm a hemotologist, not a detective.",853,2.150870885,4.0653286,9.91992,beta-control-neural-D.853,cornellmov.6.013309
You'd have to get me inside.,854,1.906945834,4.2181735,8.73324625,beta-control-neural-D.854,cornellmov.6.023303
And that's the power you have.,855,1.747226331,3.4848673,8.23721625,beta-control-neural-D.855,cornellmov.6.020008
Because... I didn't think I would?,856,1.511817455,4.0372124,9.779314444,beta-control-neural-D.856,cornellmov.6.011237
We don't want to be disturbed.,857,1.444333679,3.2704298,6.697473,beta-control-neural-D.857,cornellmov.6.004056
What do they need her for?,858,2.606126734,3.4997509,8.915905714,beta-control-neural-D.858,cornellmov.6.007770
Is that all you care about?,859,2.1508335,3.0446546,11.54988571,beta-control-neural-D.859,cornellmov.6.036495
How does he look up close?,860,2.474431413,4.6811843,9.379198571,beta-control-neural-D.860,cornellmov.6.009348
What happens when the baby comes?,861,2.073689597,3.5445695,11.21807571,beta-control-neural-D.861,cornellmov.6.006470
"Just please, give me the ticket!",862,2.646945362,4.707766,11.72137125,beta-control-neural-D.862,cornellmov.6.040098
Learn how to speak English first.,863,2.459440483,4.4805045,12.85911429,beta-control-neural-D.863,cornellmov.6.030059
You're going to miss your train!,864,1.857285046,3.3453453,10.47269125,beta-control-neural-D.864,cornellmov.6.028686
"Mommy, please don't call me that.",865,2.158354318,3.0233343,10.88695333,beta-control-neural-D.865,cornellmov.6.000649
"Our prayers have been answered, Turkle!",866,2.995725304,5.1539574,13.12408375,beta-control-neural-D.866,cornellmov.6.034958
"I think I love you, mate.",867,2.08709813,3.4912574,10.7706225,beta-control-neural-D.867,cornellmov.6.037509
Things won't change... you know that!,868,2.595159724,4.4135833,11.08581778,beta-control-neural-D.868,cornellmov.6.021186
"You don't, you can't believe that...",869,1.611820321,3.4650576,14.2724,beta-control-neural-D.869,cornellmov.6.007454
"Ellie, it was a formal party...",870,2.731272817,4.9100904,10.6100025,beta-control-neural-D.870,cornellmov.6.005089
I just have to get something.,871,1.702009823,4.3091555,8.27591,beta-control-neural-D.871,cornellmov.6.030260
Worse than your Kraft Holiday dip?,872,3.840576376,6.80156,14.57128571,beta-control-neural-D.872,cornellmov.6.000885
Keep that thing away from me.,873,2.662188862,3.6453822,10.95300857,beta-control-neural-D.873,cornellmov.6.005614
Want to tell me what happened?,874,2.202672209,3.4419172,11.84479714,beta-control-neural-D.874,cornellmov.6.006706
I know what you're gonna say.,875,1.372019317,2.3435442,7.8564,beta-control-neural-D.875,cornellmov.6.021659
Keep in touch with my secretary.,876,2.252366355,4.8657484,12.23792429,beta-control-neural-D.876,cornellmov.6.019220
I still haven't heard from Pendergast.,877,2.006616419,3.0515647,8.8194625,beta-control-neural-D.877,cornellmov.6.038768
I'm out here looking for Leo.,878,2.556801438,4.1632047,10.1011675,beta-control-neural-D.878,cornellmov.6.018562
How do you like your coffee?,879,2.07322269,2.4607701,9.938755714,beta-control-neural-D.879,cornellmov.6.020018
Here turn around and face me.,880,3.039111478,5.4146605,11.54687714,beta-control-neural-D.880,cornellmov.6.029496
He gave me a great deal.,881,1.335769134,3.6373298,8.373734286,beta-control-neural-D.881,cornellmov.6.009863
I don't want you to die!,882,1.246729205,2.8855498,8.68481375,beta-control-neural-D.882,cornellmov.6.001972
I thought it was very unique.,883,1.831491183,3.658998,7.727342857,beta-control-neural-D.883,cornellmov.6.036406
I'll tell you that joke again.,884,2.101280021,3.5931904,10.04,beta-control-neural-D.884,cornellmov.6.022308
I've continued working on the case!,885,1.858690608,4.353909,10.076545,beta-control-neural-D.885,cornellmov.6.000803
You're the one who started it.,886,1.364478841,3.016818,8.5938725,beta-control-neural-D.886,cornellmov.6.009706
I'm getting custody of the kids.,887,1.837258276,3.8619766,9.05074625,beta-control-neural-D.887,cornellmov.6.023145
Tell them I needed a rest.,888,2.233907478,4.866005,10.89488714,beta-control-neural-D.888,cornellmov.6.019208
"It was a shark, wasn't it?",889,1.933054368,2.9579904,10.61187556,beta-control-neural-D.889,cornellmov.6.033004
I thought that you were anyway.,890,2.175795951,4.860761,9.108667143,beta-control-neural-D.890,cornellmov.6.004475
"No Legal, Tax or Investment Advice.",891,3.074587754,4.4353614,13.05168375,beta-control-neural-D.891,law.6.000191
AWA shall provide applicable training materials.,892,3.921439878,6.604781,12.47323,beta-control-neural-D.892,law.6.000045
Opinion of Counsel for the Underwriters.,893,3.135116058,4.3391695,12.43137429,beta-control-neural-D.893,law.6.000248
Letters of Credit Issued for Subsidiaries.,894,3.067303096,3.7842836,13.61579571,beta-control-neural-D.894,law.6.000076
Transfers out of the bargaining unit.,895,2.603213361,4.104789,9.320492857,beta-control-neural-D.895,law.6.000113
Rb binds more than 100 proteins.,896,3.464120967,5.4513397,10.96450143,beta-control-neural-D.896,med.6.000016
As with ectopic division and apoptosis.,897,3.164430061,6.139809,16.29938857,beta-control-neural-D.897,med.6.000015
Section ISH using rat Shh probe.,898,4.582315428,7.654492,15.79357143,beta-control-neural-D.898,med.6.000002
Two independent compounds tested in Tg2576.,899,3.03374664,4.988714,13.15998857,beta-control-neural-D.899,med.6.000005
The mutant allele lacks exon 14.,900,3.460162086,5.6404862,13.75651857,beta-control-neural-D.900,med.6.000001
But two groups are in confrontation.,901,2.948382275,5.3939695,8.79276,beta-control-neural-D.901,ud.6.000185
Oh Hjalmar Wentz must have been.,902,3.498262984,5.3196135,12.10546143,beta-control-neural-D.902,ud.6.000755
Well kept facility with friendly staff.,903,3.488325732,4.9324985,12.66376714,beta-control-neural-D.903,ud.6.000985
Passport needed for international boat cruise?,904,3.370905178,6.1642404,14.22036714,beta-control-neural-D.904,ud.6.000754
We'd only met ten minutes before.,905,2.501086339,3.8739502,11.4078675,beta-control-neural-D.905,ud.6.000576
Hey kido u made me smile.,906,3.516925808,5.675184,13.36184857,beta-control-neural-D.906,ud.6.000005
"After that, what do we do?",907,2.104900888,3.1472328,7.31066625,beta-control-neural-D.907,ud.6.000561
The place is chill and comfortable.,908,2.800406192,4.0953317,8.535355714,beta-control-neural-D.908,ud.6.000738
"Nice selection, very clean, friendly staff!",909,3.911920037,4.446767,13.55409444,beta-control-neural-D.909,ud.6.000958
The drawstring just completes the fit.,910,3.473900795,5.913244,10.79380286,beta-control-neural-D.910,ud.6.000818
Wishing your husband a happy birthday!,911,2.976079157,3.5619972,14.88975714,beta-control-neural-D.911,ud.6.000930
Asked her question and did nothing.,912,2.662841371,5.4967036,12.63142571,beta-control-neural-D.912,ud.6.000136
