Unnamed: 0,cond_duration,cond_expt,sentence,audio_file,item_id,item_id_control,subject_id,sentence_duration,isi_duration,surprisal-5gram_mean,surprisal-gpt2-xl_mean,surprisal-pcfg_mean,stimsetid,sent_identifier,PC1,PC2
baseline200.p5.88,2,sentence,Her wisdom and foresight is evident.,item_id=430_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.109.wav,88.0,430.0,p5,2,4,2.587496748992375,4.766766,11.269367142857144,beta-control-neural-D.430,torontomyst.6.169297,-10.731430782836904,-20.12714621497156
baseline200.p5.89,2,sentence,We made promises of eternal love.,item_id=433_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.135.wav,89.0,433.0,p5,2,4,2.332337422030313,5.376787,11.297091428571427,beta-control-neural-D.433,torontomyst.6.011615,-22.78637483933116,-0.1902501811949438
baseline200.p5.90,2,sentence,The ceremony will take place tonight.,item_id=435_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.166.wav,90.0,435.0,p5,2,4,2.4792957476207187,3.8326538,9.48686714285714,beta-control-neural-D.435,torontomyst.6.151474,-78.7326777179731,-6.019747795010167
baseline200.p5.91,2,sentence,Painter stepped closer to the technician.,item_id=440_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.113.wav,91.0,440.0,p5,2,4,3.3061751425266266,5.61485,11.259818571428571,beta-control-neural-D.440,torontomyst.6.129341,61.08089447983598,-48.53872768113305
baseline200.p5.92,2,sentence,She felt foolish and oddly frightened.,item_id=443_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.085.wav,92.0,443.0,p5,2,4,3.446051665714809,5.765628,11.413917142857144,beta-control-neural-D.443,torontomyst.6.126787,-24.97538520875723,33.435234634233666
baseline200.p5.93,2,sentence,"Crisp, fresh onion, just enough cilantro.",item_id=444_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.211.wav,93.0,444.0,p5,2,4,4.379201752798898,3.4526327,12.15168111111111,beta-control-neural-D.444,torontomyst.6.114434,156.5743267049113,-24.974466011392785
baseline200.p5.94,2,sentence,Floor to ceiling windows covered it.,item_id=455_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.000.wav,94.0,455.0,p5,2,4,2.268775224685669,4.5881076,12.6559,beta-control-neural-D.455,torontomyst.6.041241,18.44356864370877,-26.23146619813567
baseline200.p5.95,2,sentence,"She shrugged, hoping to look indifferent.",item_id=456_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.069.wav,95.0,456.0,p5,2,4,3.6809193321636746,4.8821373,10.2967625,beta-control-neural-D.456,torontomyst.6.016134,7.601291982520014,35.60325809424007
baseline200.p5.96,2,sentence,It was an upstairs back bedroom.,item_id=471_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.873.wav,96.0,471.0,p5,2,4,2.786749056407384,4.904983,11.437414285714286,beta-control-neural-D.471,torontomyst.6.143911,-9.254437649070288,-48.37362514193847
baseline200.p5.97,2,sentence,It's built around an enclosed courtyard.,item_id=472_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.977.wav,97.0,472.0,p5,2,4,2.101324424147606,4.8121624,10.40027,beta-control-neural-D.472,torontomyst.6.156332,-28.693529284217664,-39.790049527179846
baseline200.p5.98,2,sentence,My skin feels like melting wax.,item_id=477_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.849.wav,98.0,477.0,p5,2,4,3.533086793763297,4.7436175,13.847578571428572,beta-control-neural-D.477,torontomyst.6.152629,-49.59579637853703,-57.370367377832544
baseline200.p5.99,2,sentence,Guitar chords lent a soothing strum.,item_id=478_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.977.wav,99.0,478.0,p5,2,4,3.7513949871063232,5.4903526,14.223864285714283,beta-control-neural-D.478,torontomyst.6.099964,79.76684758983973,-57.902907904511366
baseline200.p5.100,2,sentence,As if that would impress anyone.,item_id=483_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.000.wav,100.0,483.0,p5,2,4,2.7308937992368425,4.3584633,11.282954285714286,beta-control-neural-D.483,torontomyst.6.056085,-44.01931379196498,76.9854871551061
baseline200.p5.101,2,sentence,Check some of my reference books.,item_id=485_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.758.wav,101.0,485.0,p5,2,4,2.6533345324652537,5.1634912,12.213841428571428,beta-control-neural-D.485,torontomyst.6.103541,-11.608336038485112,-14.237605172899825
baseline200.p5.102,2,sentence,He was a United States Senator!,item_id=486_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.098.wav,102.0,486.0,p5,2,4,1.2124585956335068,4.1591907,11.119217142857142,beta-control-neural-D.486,torontomyst.6.025425,-34.70699441956604,-19.830907591826453
baseline200.p5.103,2,sentence,Water drips from the exhaust pipe.,item_id=492_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.869.wav,103.0,492.0,p5,2,4,2.066184175865991,3.9000173,12.139671428571427,beta-control-neural-D.492,torontomyst.6.057100,-45.00301124264755,-57.25583577128735
baseline200.p5.104,2,sentence,Especially the priest in our church.,item_id=497_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.030.wav,104.0,497.0,p5,2,4,2.759329506329128,5.322149,13.09802,beta-control-neural-D.497,torontomyst.6.011540,27.573813966536697,-29.18347189212462
baseline200.p5.105,2,sentence,Did permission have to be granted?,item_id=505_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.000.wav,105.0,505.0,p5,2,4,3.077682222638811,4.1984787,10.466652857142858,beta-control-neural-D.505,torontomyst.6.128868,21.522770636209497,63.376346374584216
baseline200.p5.106,2,sentence,The official diagnosis was a stroke.,item_id=507_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.228.wav,106.0,507.0,p5,2,4,2.237869228635516,3.7928238,9.070288571428572,beta-control-neural-D.507,torontomyst.6.007321,-36.5575314094996,-18.817978292285986
baseline200.p5.107,2,sentence,Fredriksson was the acting news editor.,item_id=511_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.250.wav,107.0,511.0,p5,2,4,3.176374758992876,4.920154,10.819744285714284,beta-control-neural-D.511,torontomyst.6.076684,-15.78931285886874,-69.0049269377793
baseline200.p5.108,2,sentence,A bunny can be fluffy sometimes.,item_id=516_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.046.wav,108.0,516.0,p5,2,4,3.430837341717312,5.690008,10.925174285714286,beta-control-neural-D.516,torontomyst.6.067486,-7.848747163700736,40.67871553242187
baseline200.p5.109,2,sentence,How sturdy is the coffee table?,item_id=518_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.000.wav,109.0,518.0,p5,2,4,3.082447494779314,4.4397373,11.686665714285713,beta-control-neural-D.518,torontomyst.6.067764,-47.52626012265965,5.879950991235846
baseline200.p5.110,2,sentence,The brunette was licking her lips.,item_id=521_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.869.wav,110.0,521.0,p5,2,4,3.056806538786207,4.1884594,10.51076,beta-control-neural-D.521,torontomyst.6.006844,5.4572911601153615,-36.197906957891234
baseline200.p5.111,2,sentence,He glanced wistfully out the window..,item_id=530_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.952.wav,111.0,530.0,p5,2,4,2.30354888524328,4.499521,15.88756,beta-control-neural-D.530,torontomyst.6.123336,-21.83575887655191,-51.48047752482551
baseline200.p5.112,2,sentence,"Gross stopped briefly, then went on.",item_id=535_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.882.wav,112.0,535.0,p5,2,4,2.9642170710223064,4.5432105,11.14525375,beta-control-neural-D.535,brown.6.000264,69.6815110124634,8.325715515660379
baseline200.p5.113,2,sentence,I couldn't help laughing with him.,item_id=540_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.848.wav,113.0,540.0,p5,2,4,1.811918628285639,3.9164357,8.415415,beta-control-neural-D.540,brown.6.001350,-31.924139722020872,23.030858749066297
baseline200.p5.114,2,sentence,Bullets began to snap past him.,item_id=546_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.858.wav,114.0,546.0,p5,2,4,3.1786354099001204,5.009118,11.447555714285716,beta-control-neural-D.546,brown.6.000029,-9.75932476610554,-43.174371007467286
baseline200.p5.115,2,sentence,The courage to meet every challenge.,item_id=549_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.138.wav,115.0,549.0,p5,2,4,2.31297939164298,4.5510874,10.390665714285715,beta-control-neural-D.549,brown.6.000259,-38.27374126780224,-6.907339173224805
baseline200.p5.116,2,sentence,Payne was more methodical than that.,item_id=556_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.041.wav,116.0,556.0,p5,2,4,2.7990272300583974,4.4654326,10.780895714285714,beta-control-neural-D.556,brown.6.000428,71.42640369440653,46.37455521353173
baseline200.p5.117,2,sentence,Suppose Lauren comes looking for us??,item_id=562_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.089.wav,117.0,562.0,p5,2,4,3.316245206764766,6.7479653,12.5890825,beta-control-neural-D.562,brown.6.000930,3.337039310822373,46.347268216489255
baseline200.p5.118,2,sentence,A letter awaited her at Princeton.,item_id=568_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.170.wav,118.0,568.0,p5,2,4,2.9139202322278703,5.611307,10.84872,beta-control-neural-D.568,brown.6.000258,-13.799126883339106,-27.12835255606444
baseline200.p5.119,2,sentence,"Fred Mullen from Mercer Island, Wash.",item_id=569_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.066.wav,119.0,569.0,p5,2,4,3.660393221037729,4.5281053,13.4617925,beta-control-neural-D.569,brown.6.001156,143.0471844296614,-32.177493536745175
baseline200.p5.120,2,sentence,For what do the utopians labor??,item_id=572_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.109.wav,120.0,572.0,p5,2,4,2.768336872259776,6.0658646,12.38852875,beta-control-neural-D.572,brown.6.000240,116.10178551280376,22.72296709868799
baseline200.p5.121,2,sentence,Martin gave her a teasing pat.,item_id=582_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.804.wav,121.0,582.0,p5,2,4,2.9619130321911404,6.005518,12.609334285714286,beta-control-neural-D.582,brown.6.001375,7.919668937522997,-61.08126864254839
baseline200.p5.122,2,sentence,You can use milk if required.,item_id=587_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.796.wav,122.0,587.0,p5,2,4,2.5428535086768016,5.2337894,10.997047142857143,beta-control-neural-D.587,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.049487,17.635472228675372,54.63218989258974
baseline200.p5.123,2,sentence,Our friend Bo Fodor is playing.,item_id=594_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.920.wav,123.0,594.0,p5,2,4,3.2915014709745134,6.197236,13.255304285714288,beta-control-neural-D.594,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.124618,100.74733529258845,-43.63284484608205
baseline200.p5.124,2,sentence,The fifth character is Mr. Globe.,item_id=603_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.030.wav,124.0,603.0,p5,2,4,3.1143438730921065,5.1581826,9.656231428571427,beta-control-neural-D.603,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.044135,-0.4442996046065943,-63.10577080693413
baseline200.p5.125,2,sentence,This procedure works in most cases.,item_id=608_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.070.wav,125.0,608.0,p5,2,4,2.334724375179836,3.833112,9.28732,beta-control-neural-D.608,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.150722,-47.6885323780358,17.880398926300494
baseline200.p5.126,2,sentence,I'm definitely up to the challenge!,item_id=619_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.113.wav,126.0,619.0,p5,2,4,1.768556047230959,3.2065217,9.6762325,beta-control-neural-D.619,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.000648,-79.33224272139827,28.83706850293093
baseline200.p5.127,2,sentence,Visit my Author Website for more.,item_id=620_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.044.wav,127.0,620.0,p5,2,4,3.4542140620095387,5.034776,13.889875714285711,beta-control-neural-D.620,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.091495,-51.94122983106588,-19.08825508454473
baseline200.p5.128,2,sentence,How to create a personalized chart.,item_id=624_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.091.wav,128.0,624.0,p5,2,4,2.6350164796624864,4.4482336,10.970517142857144,beta-control-neural-D.624,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.017002,-25.44843510022672,-40.18045678409222
baseline200.p5.129,2,sentence,I'm starting to get a complex.,item_id=626_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.786.wav,129.0,626.0,p5,2,4,1.907088680192828,3.557614,7.9932275,beta-control-neural-D.626,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.121106,11.89249764796009,-7.597174074969971
baseline200.p5.130,2,sentence,So the wise renounce that aim.,item_id=632_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.791.wav,130.0,632.0,p5,2,4,3.485283579145159,6.1300273,11.97814,beta-control-neural-D.632,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.044039,100.55987990606742,30.22574943139442
baseline200.p5.131,2,sentence,A must for all hosta collections.,item_id=633_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.092.wav,131.0,633.0,p5,2,4,3.2486594234194075,5.653875,13.14174,beta-control-neural-D.633,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.011357,113.46482657530365,-13.929535262595657
baseline200.p5.132,2,sentence,"First of all, visit Disney Store.",item_id=647_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.930.wav,132.0,647.0,p5,2,4,2.7166227847337723,4.560796,10.429075,beta-control-neural-D.647,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.065286,-17.42008075626271,-2.081658597006959
baseline200.p5.133,2,sentence,"Keep Your Private Stuff, well, Private!",item_id=648_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.846.wav,133.0,648.0,p5,2,4,3.649231399808611,5.204175,13.809283333333331,beta-control-neural-D.648,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.133099,83.36154280541241,64.08672761984428
baseline200.p5.134,2,sentence,With the Dubai offline mobile map!,item_id=651_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.977.wav,134.0,651.0,p5,2,4,3.1722316401345387,8.748437,15.553855714285714,beta-control-neural-D.651,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.030998,108.7088790188771,-38.819661808702726
baseline200.p5.135,2,sentence,Never been to Cairns Airport before?,item_id=652_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.044.wav,135.0,652.0,p5,2,4,2.907462937491281,3.8695772,14.173101428571428,beta-control-neural-D.652,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.107966,63.17814502465553,5.8727581577617824
baseline200.p5.136,2,sentence,With standard Plone that is impossible.,item_id=653_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.166.wav,136.0,653.0,p5,2,4,2.6296464800834656,6.5446625,11.679128571428572,beta-control-neural-D.653,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.107455,107.45635692197534,36.21105250852468
baseline200.p5.137,2,sentence,"That project continues, for the moment.",item_id=655_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.091.wav,137.0,655.0,p5,2,4,2.5547619462013245,4.362996,8.54649875,beta-control-neural-D.655,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.176792,13.895417224265044,51.77923429167553
baseline200.p5.138,2,sentence,What exactly's the matter with me?,item_id=659_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.000.wav,138.0,659.0,p5,2,4,2.316313561052084,3.7849147,11.04477625,beta-control-neural-D.659,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.160392,-2.676433340397654,53.95938227756676
baseline200.p5.139,2,sentence,Nico hears his dad and smiles.,item_id=662_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.793.wav,139.0,662.0,p5,2,4,3.284241804054805,5.608674,12.907125714285714,beta-control-neural-D.662,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.022601,37.971919226931306,-11.20175370804304
baseline200.p5.140,2,sentence,This is pretty damn cool right?,item_id=666_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.752.wav,140.0,666.0,p5,2,4,2.390178084373474,3.585842,12.145425714285713,beta-control-neural-D.666,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.120146,-18.77838592454738,1.648051582811925
baseline200.p5.141,2,sentence,Three sisters preceded her in death.,item_id=675_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.098.wav,141.0,675.0,p5,2,4,2.705886662006378,5.2118235,12.41548,beta-control-neural-D.675,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.151449,10.447134044145628,-31.19769430894004
baseline200.p5.142,2,sentence,Lower sales will get their attention.,item_id=676_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.000.wav,142.0,676.0,p5,2,4,2.6609118155070712,6.2399354,8.89726142857143,beta-control-neural-D.676,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.085635,-58.28159728479092,10.304139103787396
baseline200.p5.143,2,sentence,"Unfortunately, I'd left the flash on.",item_id=683_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.143.wav,143.0,683.0,p5,2,4,2.8060335218906403,4.563012,9.632523666666666,beta-control-neural-D.683,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.132182,-8.203663805416344,28.247127747023317
baseline200.p5.144,2,sentence,It was overwhelming support for Epic.,item_id=693_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.225.wav,144.0,693.0,p5,2,4,2.258028643471854,5.941676,10.297778571428571,beta-control-neural-D.693,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.093067,48.78969191884577,-8.597034257450677
baseline200.p5.145,2,sentence,Or you can use Meeting Mapper.,item_id=699_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.762.wav,145.0,699.0,p5,2,4,3.06130256823131,5.3240414,11.140904285714289,beta-control-neural-D.699,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.013946,63.16294149754078,10.435342614935465
baseline200.p5.146,2,sentence,Press F5 to reset the position.,item_id=706_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.172.wav,146.0,706.0,p5,2,4,3.188233471342496,4.439633,11.399445714285717,beta-control-neural-D.706,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.068900,-36.8229854473433,-56.56698511444156
baseline200.p5.147,2,sentence,Take 1 leaf of Aloe Vera.,item_id=719_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.918.wav,147.0,719.0,p5,2,4,2.8403535336256027,4.48032,13.08049142857143,beta-control-neural-D.719,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.112381,7.142263798905642,-52.753064487643904
baseline200.p5.148,2,sentence,We need more female stage hypnotists.,item_id=720_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.977.wav,148.0,720.0,p5,2,4,2.661816855271657,4.847133,11.559295714285714,beta-control-neural-D.720,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.133317,40.56833755966967,-73.31769776426616
baseline200.p5.149,2,sentence,Amazing place to learn martial arts.,item_id=723_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.100.wav,149.0,723.0,p5,2,4,2.6704605477196828,4.4287086,13.425954285714283,beta-control-neural-D.723,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.077719,-42.039695032365465,-30.177566852069237
baseline200.p5.150,2,sentence,Wine choices pretty much the same.,item_id=724_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.853.wav,150.0,724.0,p5,2,4,2.755048500640052,5.2964873,12.149968571428571,beta-control-neural-D.724,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.035198,45.151780271947445,19.44461476402168
baseline200.p5.151,2,sentence,Hatched a Wobbuffet from the Egg.,item_id=726_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.862.wav,151.0,726.0,p5,2,4,2.6949425538380942,4.1684103,12.675702857142856,beta-control-neural-D.726,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.105068,145.39489188288357,-54.26018270613867
baseline200.p5.152,2,sentence,You've managed to edit a value!,item_id=730_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.000.wav,152.0,730.0,p5,2,4,2.504572121426463,4.954516,10.085289375,beta-control-neural-D.730,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.003385,20.72014536783841,27.56984870577619
baseline200.p5.153,2,sentence,Your decisions will shape the world!,item_id=732_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.861.wav,153.0,732.0,p5,2,4,2.9043748549052646,4.361437,11.019141428571428,beta-control-neural-D.732,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.164871,-68.8408027196779,-5.440499820568378
baseline200.p5.154,2,sentence,Do any stand out in particular?,item_id=735_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.173.wav,154.0,735.0,p5,2,4,2.7484282084873746,4.854626,10.636854285714284,beta-control-neural-D.735,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.121587,-21.03982644000325,40.0062767981791
baseline200.p5.155,2,sentence,And how does it impact mobile?,item_id=740_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.858.wav,155.0,740.0,p5,2,4,2.956803555999483,4.771655,10.781887142857142,beta-control-neural-D.740,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.111390,78.39182817645352,17.815424883065887
baseline200.p5.156,2,sentence,Addiction is not a pretty face.,item_id=747_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.089.wav,156.0,747.0,p5,2,4,2.1301505267620087,3.9665687,10.328267142857143,beta-control-neural-D.747,cocaspok2010.6.003496,15.7652365829088,10.198206895299306
baseline200.p5.157,2,sentence,And I've actually spoken with him.,item_id=748_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.109.wav,157.0,748.0,p5,2,4,2.0487377867102623,3.8271816,8.4569525,beta-control-neural-D.748,cocaspok1998.6.008073,-22.50101324577483,68.61105601309633
baseline200.p5.158,2,sentence,Let's get it going once again.,item_id=754_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.804.wav,158.0,754.0,p5,2,4,1.881087027490139,3.5533972,9.86094125,beta-control-neural-D.754,cocaspok2010.6.005395,-47.227435349368186,36.96040283795895
baseline200.p5.159,2,sentence,There were probably five of them.,item_id=759_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.868.wav,159.0,759.0,p5,2,4,1.91622166974204,3.7754025,8.079054285714285,beta-control-neural-D.759,cocaspok1998.6.004744,-33.931250327470345,28.23958612921762
baseline200.p5.160,2,sentence,And that is a direct strategy.,item_id=771_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=1.015.wav,160.0,771.0,p5,2,4,2.2428139533315385,4.840493,7.445465714285715,beta-control-neural-D.771,cocaspok2010.6.009660,18.96336732827673,38.63941299392378
baseline200.p5.161,2,sentence,"Senator Edwards, good luck to you.",item_id=777_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.041.wav,161.0,777.0,p5,2,4,2.56386205979756,4.307544,11.07856,beta-control-neural-D.777,cocaspok2004.6.006097,-24.183093965246368,-13.421141814191923
baseline200.p5.162,2,sentence,The terror camp was never built.,item_id=778_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.873.wav,162.0,778.0,p5,2,4,2.373967136655535,5.239355,10.466862857142855,beta-control-neural-D.778,cocaspok2004.6.002742,27.23045916160517,-22.45341008579456
baseline200.p5.163,2,sentence,Thousands of innocent lives were lost.,item_id=783_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.015.wav,163.0,783.0,p5,2,4,1.8801322020590303,3.7598104,11.011662857142856,beta-control-neural-D.783,cocaspok2008.6.002766,-95.41044884984728,-20.828219966748737
baseline200.p5.164,2,sentence,I have a very supportive husband.,item_id=794_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.138.wav,164.0,794.0,p5,2,4,2.1872172696249828,3.5940437,9.721212857142858,beta-control-neural-D.794,cocaspok2006.6.009475,-77.43270002045126,-19.567119183474077
baseline200.p5.165,2,sentence,I want everybody to do well.,item_id=801_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.094.wav,165.0,801.0,p5,2,4,2.151944364820208,3.5330467,8.697945714285714,beta-control-neural-D.801,cocaspok1994.6.000120,-99.05796176443124,25.64461539383141
baseline200.p5.166,2,sentence,And command doesn't first believe them.,item_id=804_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9500_speed=0.977.wav,166.0,804.0,p5,2,4,2.989831719081849,6.3988776,9.44262375,beta-control-neural-D.804,cocaspok2004.6.002426,102.30362900559624,32.46718944521184
baseline200.p5.167,2,sentence,"Finally, he was this past Friday.",item_id=807_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=1.070.wav,167.0,807.0,p5,2,4,2.439975985458919,4.731175,7.752967874999999,beta-control-neural-D.807,cocaspok1992.6.002883,158.7027232737591,58.74447122533345
baseline200.p5.168,2,sentence,I'm not crazy about blind dates.,item_id=819_Studio_O_target_dur=2_epsilon_dur=0.03_actual_dur=1.9750_speed=0.853.wav,168.0,819.0,p5,2,4,2.2850687578320503,3.6878216,10.30441625,beta-control-neural-D.819,cornellmov.6.010472,-35.26413209349645,18.84837020581933
